station_abbr;reference_timestamp;Air temperature 2 m above ground hourly mean;Relative air humidity 2 m above ground hourly mean;Atmospheric pressure at barometric altitude (QFE) hourly mean;Wind direction hourly mean;Wind speed scalar hourly mean in m/s;Wind speed scalar hourly mean in km/h;Precipitation hourly total;Global radiation hourly mean
BAS;13.01.2020 18:00;4.3;75.4;981.9;105.0;2.4;8.6;0.0;0
BAS;13.01.2020 19:00;3.9;77.4;981.5;105.0;3.1;11.2;0.0;0
BAS;13.01.2020 20:00;3.5;77.2;981.0;99.0;3.3;11.9;0.0;0
BAS;13.01.2020 21:00;3.2;77.7;980.7;118.0;2.7;9.7;0.0;0
BAS;13.01.2020 22:00;2.7;79.6;980.5;107.0;2.9;10.4;0.0;0
BAS;13.01.2020 23:00;2.4;80.6;980.7;104.0;3.7;13.3;0.0;0
BAS;14.01.2020 00:00;2.0;81.9;980.6;106.0;3.8;13.7;0.0;0
BAS;14.01.2020 01:00;1.5;83.8;980.2;106.0;3.6;13.0;0.0;0
BAS;14.01.2020 02:00;1.3;84.3;980.0;107.0;3.9;14.0;0.0;0
BAS;14.01.2020 03:00;1.4;83.3;979.5;108.0;4.1;14.8;0.0;0
BAS;14.01.2020 04:00;1.3;83.3;978.8;105.0;4.2;15.1;0.0;0
BAS;14.01.2020 05:00;1.2;83.1;979.3;108.0;3.0;10.8;0.0;0
BAS;14.01.2020 06:00;1.0;83.6;979.6;110.0;3.0;10.8;0.0;0
BAS;14.01.2020 07:00;0.4;86.6;979.7;106.0;3.4;12.2;0.0;0
BAS;14.01.2020 08:00;0.7;85.0;979.7;106.0;3.4;12.2;0.0;21
BAS;14.01.2020 09:00;1.4;81.6;980.4;108.0;3.0;10.8;0.0;105
BAS;14.01.2020 10:00;3.0;75.0;981.1;113.0;2.6;9.4;0.0;249
BAS;14.01.2020 11:00;5.1;68.9;980.9;106.0;3.0;10.8;0.0;306
BAS;14.01.2020 12:00;6.9;62.8;980.5;107.0;2.8;10.1;0.0;334
BAS;14.01.2020 13:00;8.3;57.5;980.0;105.0;2.8;10.1;0.0;300
BAS;14.01.2020 14:00;9.2;55.3;979.7;103.0;2.9;10.4;0.0;275
BAS;14.01.2020 15:00;9.1;57.1;979.9;107.0;3.2;11.5;0.0;116
BAS;14.01.2020 16:00;8.5;59.3;980.1;107.0;3.4;12.2;0.0;33
BAS;14.01.2020 17:00;7.5;63.2;980.3;102.0;2.9;10.4;0.0;0
BAS;14.01.2020 18:00;6.8;65.7;980.6;103.0;1.8;6.5;0.0;0
BAS;14.01.2020 19:00;6.3;67.9;980.7;109.0;1.9;6.8;0.0;0
BAS;14.01.2020 20:00;6.2;68.3;980.9;113.0;2.4;8.6;0.0;0
BAS;14.01.2020 21:00;5.9;69.6;980.9;120.0;2.3;8.3;0.0;0
BAS;14.01.2020 22:00;5.0;73.1;981.0;97.0;1.7;6.1;0.0;0
BAS;14.01.2020 23:00;4.2;76.1;981.4;122.0;1.4;5.0;0.0;0
BAS;15.01.2020 00:00;3.0;80.4;981.5;153.0;1.4;5.0;0.0;0
BAS;15.01.2020 01:00;2.7;81.4;981.4;114.0;1.3;4.7;0.0;0
BAS;15.01.2020 02:00;3.2;79.5;981.2;106.0;3.0;10.8;0.0;0
BAS;15.01.2020 03:00;2.9;79.6;981.2;111.0;2.9;10.4;0.0;0
BAS;15.01.2020 04:00;2.7;79.1;981.2;112.0;2.4;8.6;0.0;0
BAS;15.01.2020 05:00;2.5;78.9;981.2;127.0;2.3;8.3;0.0;0
BAS;15.01.2020 06:00;1.1;83.7;981.8;144.0;1.6;5.8;0.0;0
BAS;15.01.2020 07:00;1.6;81.4;982.0;120.0;1.7;6.1;0.0;0
BAS;15.01.2020 08:00;1.6;82.1;982.3;106.0;1.8;6.5;0.0;16
BAS;15.01.2020 09:00;2.7;77.4;982.5;122.0;2.1;7.6;0.0;126
BAS;15.01.2020 10:00;4.0;71.8;982.8;108.0;2.3;8.3;0.0;257
BAS;15.01.2020 11:00;6.2;64.2;983.0;102.0;1.5;5.4;0.0;335
BAS;15.01.2020 12:00;8.2;57.8;982.9;98.0;1.4;5.0;0.0;365
BAS;15.01.2020 13:00;9.7;53.9;982.8;105.0;2.1;7.6;0.0;344
BAS;15.01.2020 14:00;10.9;48.5;982.7;106.0;2.5;9.0;0.0;258
BAS;15.01.2020 15:00;11.2;48.7;983.2;99.0;1.9;6.8;0.0;137
BAS;15.01.2020 16:00;10.0;53.2;983.5;109.0;1.8;6.5;0.0;41
BAS;15.01.2020 17:00;8.6;59.4;984.6;63.0;0.6;2.2;0.0;0
BAS;15.01.2020 18:00;7.7;63.9;985.6;111.0;1.0;3.6;0.0;0
BAS;15.01.2020 19:00;6.4;68.1;986.1;174.0;1.3;4.7;0.0;0
BAS;15.01.2020 20:00;6.1;71.6;986.7;94.0;2.6;9.4;0.0;0
BAS;15.01.2020 21:00;6.0;71.9;987.2;94.0;3.0;10.8;0.0;0
BAS;15.01.2020 22:00;5.9;72.1;987.9;96.0;2.0;7.2;0.0;0
BAS;15.01.2020 23:00;5.9;72.2;988.6;97.0;1.7;6.1;0.0;0
BAS;16.01.2020 00:00;6.1;71.5;989.1;98.0;2.2;7.9;0.0;0
BAS;16.01.2020 01:00;6.0;72.2;989.3;99.0;2.0;7.2;0.0;0
BAS;16.01.2020 02:00;6.0;73.2;989.6;102.0;2.0;7.2;0.0;0
BAS;16.01.2020 03:00;6.1;74.4;989.9;101.0;1.7;6.1;0.0;0
BAS;16.01.2020 04:00;5.6;76.7;990.0;106.0;1.5;5.4;0.0;0
BAS;16.01.2020 05:00;5.0;80.3;990.2;113.0;1.0;3.6;0.0;0
BAS;16.01.2020 06:00;5.6;78.2;990.3;121.0;1.2;4.3;0.0;0
BAS;16.01.2020 07:00;6.0;76.8;990.3;114.0;1.8;6.5;0.0;0
BAS;16.01.2020 08:00;6.4;74.7;990.5;108.0;2.3;8.3;0.0;23
BAS;16.01.2020 09:00;6.9;73.2;990.7;110.0;2.1;7.6;0.0;127
BAS;16.01.2020 10:00;7.7;70.2;990.7;106.0;1.9;6.8;0.0;245
BAS;16.01.2020 11:00;9.3;64.4;990.2;106.0;2.2;7.9;0.0;325
BAS;16.01.2020 12:00;10.8;58.8;989.4;106.0;1.8;6.5;0.0;357
BAS;16.01.2020 13:00;11.9;55.0;988.5;102.0;2.0;7.2;0.0;340
BAS;16.01.2020 14:00;12.5;53.5;988.0;100.0;2.3;8.3;0.0;261
BAS;16.01.2020 15:00;12.3;52.7;987.7;97.0;2.4;8.6;0.0;155
BAS;16.01.2020 16:00;11.2;54.5;987.9;102.0;1.9;6.8;0.0;46
BAS;16.01.2020 17:00;9.7;57.8;988.0;99.0;2.1;7.6;0.0;1
BAS;16.01.2020 18:00;8.5;63.0;987.9;100.0;2.3;8.3;0.0;0
BAS;16.01.2020 19:00;7.1;68.4;987.8;99.0;2.4;8.6;0.0;0
BAS;16.01.2020 20:00;6.3;71.3;987.5;107.0;2.1;7.6;0.0;0
BAS;16.01.2020 21:00;5.5;74.8;987.1;111.0;2.5;9.0;0.0;0
BAS;16.01.2020 22:00;4.7;78.2;986.7;106.0;2.5;9.0;0.0;0
BAS;16.01.2020 23:00;4.4;79.0;986.5;118.0;2.0;7.2;0.0;0
BAS;17.01.2020 00:00;3.9;80.9;986.2;114.0;2.0;7.2;0.0;0
BAS;17.01.2020 01:00;3.5;83.0;986.0;112.0;2.1;7.6;0.0;0
BAS;17.01.2020 02:00;3.3;82.7;985.8;111.0;2.3;8.3;0.0;0
BAS;17.01.2020 03:00;2.7;84.8;985.7;111.0;2.3;8.3;0.0;0
BAS;17.01.2020 04:00;2.1;86.2;985.4;114.0;2.2;7.9;0.0;0
BAS;17.01.2020 05:00;1.8;87.8;984.7;107.0;3.4;12.2;0.0;0
BAS;17.01.2020 06:00;1.6;87.7;984.3;103.0;3.7;13.3;0.0;0
BAS;17.01.2020 07:00;1.5;87.6;984.1;98.0;3.1;11.2;0.0;0
BAS;17.01.2020 08:00;2.0;85.6;984.2;100.0;2.9;10.4;0.0;23
BAS;17.01.2020 09:00;3.2;81.2;984.4;97.0;2.5;9.0;0.0;79
BAS;17.01.2020 10:00;4.2;77.1;984.1;106.0;2.7;9.7;0.0;87
BAS;17.01.2020 11:00;5.5;74.1;983.5;99.0;3.3;11.9;0.0;161
BAS;17.01.2020 12:00;6.2;71.7;983.1;103.0;2.6;9.4;0.0;98
BAS;17.01.2020 13:00;6.5;71.4;982.9;99.0;1.5;5.4;0.0;48
BAS;17.01.2020 14:00;5.8;83.7;983.0;135.0;1.0;3.6;0.8;24
BAS;17.01.2020 15:00;5.3;91.4;983.1;112.0;1.2;4.3;1.8;21
BAS;17.01.2020 16:00;5.2;93.9;983.2;98.0;1.5;5.4;0.4;6
BAS;17.01.2020 17:00;5.2;94.7;983.8;96.0;1.0;3.6;0.0;0
BAS;17.01.2020 18:00;6.0;94.4;984.4;225.0;0.7;2.5;0.2;0
BAS;17.01.2020 19:00;6.5;92.3;984.6;206.0;2.6;9.4;0.0;0
BAS;17.01.2020 20:00;6.8;89.3;985.1;228.0;3.0;10.8;0.0;0
BAS;17.01.2020 21:00;7.2;86.1;985.7;247.0;3.1;11.2;0.0;0
BAS;17.01.2020 22:00;6.9;85.3;986.4;279.0;2.9;10.4;0.8;0
BAS;17.01.2020 23:00;5.7;87.2;987.1;250.0;2.8;10.1;0.0;0
BAS;18.01.2020 00:00;6.1;85.6;987.5;252.0;3.4;12.2;0.0;0
BAS;18.01.2020 01:00;6.4;82.1;988.1;259.0;3.7;13.3;0.0;0
BAS;18.01.2020 02:00;6.0;81.5;988.7;259.0;2.7;9.7;0.0;0
BAS;18.01.2020 03:00;6.0;79.5;989.1;261.0;3.3;11.9;0.0;0
BAS;18.01.2020 04:00;5.3;81.2;989.4;252.0;2.0;7.2;0.0;0
BAS;18.01.2020 05:00;4.6;82.8;989.8;245.0;1.5;5.4;0.0;0
BAS;18.01.2020 06:00;5.0;81.4;990.2;307.0;1.1;4.0;0.0;0
BAS;18.01.2020 07:00;4.7;80.9;990.5;283.0;2.0;7.2;0.0;0
BAS;18.01.2020 08:00;4.3;78.5;990.6;283.0;1.1;4.0;0.0;9
BAS;18.01.2020 09:00;4.3;79.6;990.6;256.0;0.9;3.2;0.0;56
BAS;18.01.2020 10:00;5.6;69.7;991.0;235.0;2.2;7.9;0.0;153
BAS;18.01.2020 11:00;6.0;63.7;991.0;245.0;2.8;10.1;0.0;140
BAS;18.01.2020 12:00;6.6;60.7;990.4;233.0;3.6;13.0;0.0;288
BAS;18.01.2020 13:00;7.0;58.5;989.8;276.0;3.0;10.8;0.0;272
BAS;18.01.2020 14:00;7.1;60.5;989.5;283.0;2.9;10.4;0.0;308
BAS;18.01.2020 15:00;6.7;58.6;989.6;275.0;2.7;9.7;0.0;165
BAS;18.01.2020 16:00;5.8;61.8;989.8;285.0;2.5;9.0;0.0;45
BAS;18.01.2020 17:00;4.9;65.9;990.2;282.0;2.0;7.2;0.0;1
BAS;18.01.2020 18:00;4.4;71.4;990.5;261.0;1.9;6.8;0.0;0
BAS;18.01.2020 19:00;3.6;77.0;990.6;196.0;1.5;5.4;0.0;0
BAS;18.01.2020 20:00;3.8;75.3;990.6;211.0;0.9;3.2;0.0;0
BAS;18.01.2020 21:00;3.0;78.2;990.5;229.0;1.0;3.6;0.0;0
BAS;18.01.2020 22:00;2.3;82.5;990.6;236.0;1.1;4.0;0.0;0
BAS;18.01.2020 23:00;2.0;84.3;990.8;286.0;0.8;2.9;0.0;0
BAS;19.01.2020 00:00;1.7;86.6;991.1;246.0;1.2;4.3;0.0;0
BAS;19.01.2020 01:00;1.3;87.1;991.5;261.0;1.3;4.7;0.0;0
BAS;19.01.2020 02:00;0.2;89.1;992.0;221.0;1.1;4.0;0.0;0
BAS;19.01.2020 03:00;-0.6;90.1;992.5;233.0;2.1;7.6;0.0;0
BAS;19.01.2020 04:00;-1.1;90.5;992.9;216.0;1.4;5.0;0.0;0
BAS;19.01.2020 05:00;-1.3;91.5;993.4;218.0;1.6;5.8;0.0;0
BAS;19.01.2020 06:00;-1.8;92.0;994.0;225.0;1.5;5.4;0.0;0
BAS;19.01.2020 07:00;-2.2;92.7;994.4;222.0;1.4;5.0;0.0;0
BAS;19.01.2020 08:00;-2.0;92.8;994.9;217.0;1.5;5.4;0.0;21
BAS;19.01.2020 09:00;-0.8;91.6;995.6;225.0;1.3;4.7;0.0;57
BAS;19.01.2020 10:00;0.5;90.0;996.7;288.0;0.8;2.9;0.0;87
BAS;19.01.2020 11:00;1.1;88.4;997.1;270.0;1.0;3.6;0.0;129
BAS;19.01.2020 12:00;2.0;86.0;997.1;307.0;1.1;4.0;0.0;127
BAS;19.01.2020 13:00;3.2;79.4;997.0;312.0;1.5;5.4;0.0;160
BAS;19.01.2020 14:00;3.5;74.8;997.2;357.0;2.1;7.6;0.0;106
BAS;19.01.2020 15:00;3.8;74.7;997.5;21.0;1.6;5.8;0.0;68
BAS;19.01.2020 16:00;3.5;75.7;998.1;13.0;1.5;5.4;0.0;16
BAS;19.01.2020 17:00;2.9;81.4;998.8;63.0;0.8;2.9;0.0;1
BAS;19.01.2020 18:00;2.4;86.9;999.6;90.0;1.5;5.4;0.0;0
BAS;19.01.2020 19:00;2.0;87.5;1000.4;72.0;0.7;2.5;0.0;0
BAS;19.01.2020 20:00;1.6;87.2;1000.9;297.0;0.6;2.2;0.0;0
BAS;19.01.2020 21:00;0.9;88.1;1001.5;315.0;0.7;2.5;0.0;0
BAS;19.01.2020 22:00;-0.3;92.4;1001.9;180.0;0.3;1.1;0.0;0
BAS;19.01.2020 23:00;-0.6;94.2;1002.6;56.0;0.3;1.1;0.0;0
BAS;20.01.2020 00:00;-1.3;93.6;1002.9;207.0;0.4;1.4;0.0;0
BAS;20.01.2020 01:00;-1.6;93.8;1002.9;236.0;0.5;1.8;0.0;0
BAS;20.01.2020 02:00;-1.5;94.2;1003.1;14.0;0.6;2.2;0.0;0
BAS;20.01.2020 03:00;-1.8;93.3;1002.8;243.0;0.5;1.8;0.0;0
BAS;20.01.2020 04:00;-1.8;92.0;1002.7;252.0;0.9;3.2;0.0;0
BAS;20.01.2020 05:00;-1.6;91.2;1002.9;270.0;0.6;2.2;0.0;0
BAS;20.01.2020 06:00;-1.0;90.9;1003.2;270.0;1.0;3.6;0.0;0
BAS;20.01.2020 07:00;-0.7;90.0;1003.8;307.0;1.0;3.6;0.0;0
BAS;20.01.2020 08:00;-1.3;89.8;1003.9;270.0;0.9;3.2;0.0;15
BAS;20.01.2020 09:00;-0.5;87.0;1004.1;310.0;1.0;3.6;0.0;97
BAS;20.01.2020 10:00;1.5;76.3;1004.3;61.0;2.4;8.6;0.0;189
BAS;20.01.2020 11:00;3.3;66.9;1004.0;76.0;4.7;16.9;0.0;335
BAS;20.01.2020 12:00;4.1;62.4;1003.4;89.0;4.3;15.5;0.0;361
BAS;20.01.2020 13:00;4.9;57.6;1002.8;93.0;4.1;14.8;0.0;361
BAS;20.01.2020 14:00;5.3;54.1;1002.4;87.0;4.4;15.8;0.0;284
BAS;20.01.2020 15:00;4.9;52.3;1002.3;95.0;4.5;16.2;0.0;166
BAS;20.01.2020 16:00;4.2;53.7;1002.2;99.0;3.4;12.2;0.0;57
BAS;20.01.2020 17:00;3.3;57.5;1002.3;94.0;3.0;10.8;0.0;1
BAS;20.01.2020 18:00;3.3;57.9;1002.4;70.0;4.0;14.4;0.0;0
BAS;20.01.2020 19:00;3.0;58.5;1002.5;78.0;5.2;18.7;0.0;0
BAS;20.01.2020 20:00;2.5;60.7;1002.5;81.0;3.9;14.0;0.0;0
BAS;20.01.2020 21:00;2.3;62.3;1002.4;82.0;2.9;10.4;0.0;0
BAS;20.01.2020 22:00;1.7;65.1;1002.4;88.0;2.4;8.6;0.0;0
BAS;20.01.2020 23:00;0.6;70.4;1002.5;79.0;1.0;3.6;0.0;0
BAS;21.01.2020 00:00;-0.1;73.1;1002.7;79.0;0.6;2.2;0.0;0
BAS;21.01.2020 01:00;-0.4;75.1;1002.4;56.0;0.7;2.5;0.0;0
BAS;21.01.2020 02:00;-1.8;81.2;1002.2;310.0;0.8;2.9;0.0;0
BAS;21.01.2020 03:00;-2.1;83.6;1002.1;243.0;0.3;1.1;0.0;0
BAS;21.01.2020 04:00;-2.6;85.6;1002.1;90.0;0.3;1.1;0.0;0
BAS;21.01.2020 05:00;-2.3;84.8;1002.1;68.0;0.6;2.2;0.0;0
BAS;21.01.2020 06:00;-3.1;88.3;1002.2;315.0;0.8;2.9;0.0;0
BAS;21.01.2020 07:00;-3.2;88.8;1002.2;63.0;0.5;1.8;0.0;0
BAS;21.01.2020 08:00;-2.2;85.7;1002.0;80.0;1.8;6.5;0.0;19
BAS;21.01.2020 09:00;-0.8;81.2;1001.8;81.0;1.9;6.8;0.0;124
BAS;21.01.2020 10:00;0.7;74.8;1001.9;73.0;2.9;10.4;0.0;254
BAS;21.01.2020 11:00;1.9;68.4;1001.8;66.0;2.6;9.4;0.0;337
BAS;21.01.2020 12:00;2.8;64.8;1001.1;63.0;2.2;7.9;0.0;371
BAS;21.01.2020 13:00;3.3;62.1;1000.4;70.0;2.4;8.6;0.0;357
BAS;21.01.2020 14:00;3.6;60.0;1000.0;73.0;1.8;6.5;0.0;279
BAS;21.01.2020 15:00;3.7;58.8;999.4;76.0;1.3;4.7;0.0;174
BAS;21.01.2020 16:00;3.0;62.6;999.0;87.0;1.8;6.5;0.0;57
BAS;21.01.2020 17:00;2.1;66.8;998.8;85.0;2.3;8.3;0.0;2
BAS;21.01.2020 18:00;1.3;72.1;998.8;90.0;2.1;7.6;0.0;0
BAS;21.01.2020 19:00;0.7;74.3;998.8;78.0;1.9;6.8;0.0;0
BAS;21.01.2020 20:00;0.1;77.3;998.9;90.0;1.4;5.0;0.0;0
BAS;21.01.2020 21:00;-0.8;81.2;998.6;96.0;1.0;3.6;0.0;0
BAS;21.01.2020 22:00;-1.4;84.3;998.3;77.0;0.9;3.2;0.0;0
BAS;21.01.2020 23:00;-1.6;85.8;998.0;81.0;1.3;4.7;0.0;0
BAS;22.01.2020 00:00;-1.9;87.2;997.8;81.0;1.3;4.7;0.0;0
BAS;22.01.2020 01:00;-2.3;88.6;997.3;112.0;1.1;4.0;0.0;0
BAS;22.01.2020 02:00;-2.6;88.0;996.9;101.0;1.0;3.6;0.0;0
BAS;22.01.2020 03:00;-3.2;89.3;996.4;225.0;0.9;3.2;0.0;0
BAS;22.01.2020 04:00;-3.9;90.9;996.1;229.0;1.0;3.6;0.0;0
BAS;22.01.2020 05:00;-4.2;91.4;995.8;214.0;0.8;2.9;0.0;0
BAS;22.01.2020 06:00;-3.6;90.8;995.5;106.0;0.8;2.9;0.0;0
BAS;22.01.2020 07:00;-3.2;91.2;995.5;72.0;1.5;5.4;0.0;0
BAS;22.01.2020 08:00;-4.1;92.2;996.3;305.0;1.7;6.1;0.0;13
BAS;22.01.2020 09:00;-3.6;91.7;996.9;277.0;0.8;2.9;0.0;43
BAS;22.01.2020 10:00;-2.8;91.7;997.0;297.0;0.4;1.4;0.0;69
BAS;22.01.2020 11:00;-1.9;88.9;996.7;96.0;1.0;3.6;0.0;139
BAS;22.01.2020 12:00;-0.8;84.9;996.0;45.0;1.0;3.6;0.0;171
BAS;22.01.2020 13:00;-0.1;83.9;995.4;323.0;1.1;4.0;0.0;203
BAS;22.01.2020 14:00;0.0;83.7;994.8;304.0;0.7;2.5;0.0;195
BAS;22.01.2020 15:00;0.6;81.0;994.4;337.0;0.8;2.9;0.0;161
BAS;22.01.2020 16:00;-0.8;89.0;994.7;317.0;1.9;6.8;0.0;44
BAS;22.01.2020 17:00;-1.6;92.6;995.4;315.0;1.5;5.4;0.0;0
BAS;22.01.2020 18:00;-1.7;93.2;995.5;293.0;0.9;3.2;0.0;0
BAS;22.01.2020 19:00;-1.5;92.5;995.3;309.0;0.7;2.5;0.0;0
BAS;22.01.2020 20:00;-1.7;93.4;995.5;318.0;1.2;4.3;0.0;0
BAS;22.01.2020 21:00;-1.4;92.1;995.9;326.0;0.9;3.2;0.0;0
BAS;22.01.2020 22:00;-1.0;87.2;995.9;99.0;1.3;4.7;0.0;0
BAS;22.01.2020 23:00;-1.2;86.6;995.7;71.0;2.2;7.9;0.0;0
BAS;23.01.2020 00:00;-1.2;86.4;995.5;66.0;1.9;6.8;0.0;0
BAS;23.01.2020 01:00;-1.3;86.9;995.0;68.0;1.7;6.1;0.0;0
BAS;23.01.2020 02:00;-1.3;86.0;994.7;63.0;1.0;3.6;0.0;0
BAS;23.01.2020 03:00;-1.3;85.6;994.2;66.0;1.8;6.5;0.0;0
BAS;23.01.2020 04:00;-1.3;85.3;993.6;72.0;1.6;5.8;0.0;0
BAS;23.01.2020 05:00;-1.5;84.7;992.9;72.0;2.3;8.3;0.0;0
BAS;23.01.2020 06:00;-2.0;84.5;992.4;63.0;2.5;9.0;0.0;0
BAS;23.01.2020 07:00;-2.2;84.4;992.3;62.0;2.0;7.2;0.0;0
BAS;23.01.2020 08:00;-1.9;83.3;992.5;74.0;2.6;9.4;0.0;14
BAS;23.01.2020 09:00;-1.2;79.5;992.6;73.0;2.8;10.1;0.0;122
BAS;23.01.2020 10:00;-0.5;76.8;992.4;73.0;2.9;10.4;0.0;227
BAS;23.01.2020 11:00;0.4;73.8;992.0;75.0;2.6;9.4;0.0;369
BAS;23.01.2020 12:00;1.0;71.4;991.0;74.0;2.7;9.7;0.0;392
BAS;23.01.2020 13:00;1.6;68.9;989.8;70.0;3.0;10.8;0.0;369
BAS;23.01.2020 14:00;1.8;67.8;988.8;75.0;2.9;10.4;0.0;291
BAS;23.01.2020 15:00;1.1;69.8;988.5;75.0;3.1;11.2;0.0;179
BAS;23.01.2020 16:00;-0.2;76.2;988.3;76.0;2.3;8.3;0.0;56
BAS;23.01.2020 17:00;-1.0;79.4;988.5;80.0;3.1;11.2;0.0;1
BAS;23.01.2020 18:00;-1.2;80.1;988.9;75.0;2.5;9.0;0.0;0
BAS;23.01.2020 19:00;-1.5;82.5;989.1;57.0;2.0;7.2;0.0;0
BAS;23.01.2020 20:00;-1.4;81.7;989.2;88.0;2.9;10.4;0.0;0
BAS;23.01.2020 21:00;-1.9;83.8;989.2;93.0;2.0;7.2;0.0;0
BAS;23.01.2020 22:00;-2.1;85.1;989.3;103.0;1.8;6.5;0.0;0
BAS;23.01.2020 23:00;-2.2;85.8;989.2;124.0;1.5;5.4;0.0;0
BAS;24.01.2020 00:00;-2.1;85.1;989.0;97.0;2.5;9.0;0.0;0
BAS;24.01.2020 01:00;-2.0;85.6;988.6;103.0;2.6;9.4;0.0;0
BAS;24.01.2020 02:00;-2.1;85.7;988.3;102.0;2.4;8.6;0.0;0
BAS;24.01.2020 03:00;-2.0;85.2;987.7;101.0;2.6;9.4;0.0;0
BAS;24.01.2020 04:00;-2.0;86.0;987.1;97.0;3.2;11.5;0.0;0
BAS;24.01.2020 05:00;-1.9;86.5;986.9;99.0;3.8;13.7;0.0;0
BAS;24.01.2020 06:00;-1.8;87.2;987.0;103.0;3.8;13.7;0.0;0
BAS;24.01.2020 07:00;-1.6;88.0;987.2;102.0;3.8;13.7;0.0;0
BAS;24.01.2020 08:00;-1.3;88.6;987.2;101.0;4.2;15.1;0.0;23
BAS;24.01.2020 09:00;-0.6;86.9;987.2;102.0;3.6;13.0;0.0;117
BAS;24.01.2020 10:00;0.5;84.0;987.1;101.0;4.2;15.1;0.0;231
BAS;24.01.2020 11:00;2.0;80.3;987.1;98.0;3.6;13.0;0.0;312
BAS;24.01.2020 12:00;2.9;77.0;986.6;103.0;3.7;13.3;0.0;341
BAS;24.01.2020 13:00;3.7;74.4;985.9;101.0;3.2;11.5;0.0;327
BAS;24.01.2020 14:00;4.2;72.9;985.1;105.0;2.9;10.4;0.0;258
BAS;24.01.2020 15:00;4.0;73.6;984.8;103.0;2.8;10.1;0.0;159
BAS;24.01.2020 16:00;3.3;76.7;984.6;103.0;3.3;11.9;0.0;53
BAS;24.01.2020 17:00;2.7;79.8;984.6;104.0;3.4;12.2;0.0;1
BAS;24.01.2020 18:00;2.4;81.0;984.9;100.0;3.1;11.2;0.0;0
BAS;24.01.2020 19:00;1.9;82.5;985.0;104.0;3.0;10.8;0.0;0
BAS;24.01.2020 20:00;1.4;84.7;985.4;103.0;2.8;10.1;0.0;0
BAS;24.01.2020 21:00;1.2;85.6;985.6;105.0;2.3;8.3;0.0;0
BAS;24.01.2020 22:00;0.7;87.6;985.6;101.0;2.1;7.6;0.0;0
BAS;24.01.2020 23:00;0.5;88.7;985.5;106.0;2.6;9.4;0.0;0
BAS;25.01.2020 00:00;0.2;89.5;985.3;106.0;2.5;9.0;0.0;0
BAS;25.01.2020 01:00;0.1;89.5;985.0;106.0;2.9;10.4;0.0;0
BAS;25.01.2020 02:00;-0.2;90.3;984.6;105.0;3.0;10.8;0.0;0
BAS;25.01.2020 03:00;-0.1;90.0;984.3;104.0;2.9;10.4;0.0;0
BAS;25.01.2020 04:00;-0.2;90.0;983.9;101.0;3.3;11.9;0.0;0
BAS;25.01.2020 05:00;0.0;89.8;983.9;104.0;3.5;12.6;0.0;0
BAS;25.01.2020 06:00;0.0;90.0;983.8;103.0;3.3;11.9;0.0;0
BAS;25.01.2020 07:00;0.1;89.9;984.1;102.0;3.4;12.2;0.0;0
BAS;25.01.2020 08:00;0.3;89.3;984.7;103.0;3.1;11.2;0.0;23
BAS;25.01.2020 09:00;0.9;87.1;985.0;106.0;2.5;9.0;0.0;129
BAS;25.01.2020 10:00;1.9;83.7;985.2;101.0;2.7;9.7;0.0;243
BAS;25.01.2020 11:00;3.0;79.8;985.2;105.0;3.0;10.8;0.0;322
BAS;25.01.2020 12:00;4.3;75.4;984.5;102.0;2.4;8.6;0.0;358
BAS;25.01.2020 13:00;5.5;71.7;983.8;106.0;2.3;8.3;0.0;343
BAS;25.01.2020 14:00;5.9;70.3;983.0;97.0;2.7;9.7;0.0;264
BAS;25.01.2020 15:00;5.3;72.5;982.8;106.0;1.9;6.8;0.0;82
BAS;25.01.2020 16:00;5.0;74.5;982.7;106.0;2.2;7.9;0.0;41
BAS;25.01.2020 17:00;4.2;77.7;982.6;105.0;3.2;11.5;0.0;3
BAS;25.01.2020 18:00;3.2;81.6;982.8;104.0;3.0;10.8;0.0;0
BAS;25.01.2020 19:00;2.3;85.4;983.0;105.0;2.7;9.7;0.0;0
BAS;25.01.2020 20:00;1.9;87.0;983.0;105.0;3.0;10.8;0.0;0
BAS;25.01.2020 21:00;1.4;88.7;983.1;101.0;2.6;9.4;0.0;0
BAS;25.01.2020 22:00;0.7;91.2;982.9;103.0;2.3;8.3;0.0;0
BAS;25.01.2020 23:00;0.2;93.1;983.1;106.0;1.9;6.8;0.0;0
BAS;26.01.2020 00:00;0.0;93.6;982.9;104.0;2.5;9.0;0.0;0
BAS;26.01.2020 01:00;0.0;93.5;982.5;108.0;2.9;10.4;0.0;0
BAS;26.01.2020 02:00;-0.3;93.8;982.4;100.0;2.8;10.1;0.0;0
BAS;26.01.2020 03:00;-0.3;94.2;982.0;101.0;3.2;11.5;0.0;0
BAS;26.01.2020 04:00;-0.3;94.6;981.8;105.0;3.4;12.2;0.0;0
BAS;26.01.2020 05:00;-0.4;94.1;981.8;102.0;3.3;11.9;0.0;0
BAS;26.01.2020 06:00;-0.5;94.6;981.9;105.0;3.5;12.6;0.0;0
BAS;26.01.2020 07:00;-0.1;93.3;982.2;99.0;3.2;11.5;0.1;0
BAS;26.01.2020 08:00;0.0;93.5;982.2;101.0;3.6;13.0;0.0;12
BAS;26.01.2020 09:00;0.3;92.5;982.4;98.0;3.7;13.3;0.0;54
